Carrier,orig_port_cd,dest_port_cd,minm_wgh_qty,max_wgh_qty,svc_cd,minimum cost,rate,mode_dsc,tpt_day_cnt,Carrier type
CARRIER_03,PORT08,PORT05,50.0,99.99,CRF,26.5086,0.1556,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,100.0,299.99,CRF,26.5086,0.1479,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,300.0,499.99,CRF,26.5086,0.1405,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,500.0,999.99,CRF,26.5086,0.1334,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,1000.0,4999.99,CRF,26.5086,0.1268,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,5000.0,99999.99,CRF,26.5086,0.1204,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,0.0,4.99,DTP,26.5086,0.3043,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,5.0,9.99,DTP,26.5086,0.2891,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,10.0,24.99,DTP,26.5086,0.2746,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,25.0,49.99,DTP,26.5086,0.2609,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,50.0,99.99,DTP,26.5086,0.2478,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,100.0,299.99,DTP,26.5086,0.2354,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,300.0,499.99,DTP,26.5086,0.2237,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,500.0,999.99,DTP,26.5086,0.2125,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,1000.0,4999.99,DTP,26.5086,0.2019,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,5000.0,99999.99,DTP,26.5086,0.1918,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,0.0,4.99,CRF,26.5086,0.5778,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,5.0,9.99,CRF,26.5086,0.5489,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,10.0,24.99,CRF,26.5086,0.5215,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,25.0,49.99,CRF,26.5086,0.4954,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,50.0,99.99,CRF,26.5086,0.4706,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,100.0,299.99,CRF,26.5086,0.4471,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,300.0,499.99,CRF,26.5086,0.4248,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,500.0,999.99,CRF,26.5086,0.4035,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,1000.0,4999.99,CRF,26.5086,0.3833,GROUND,3,CTYPE_03
CARRIER_03,PORT04,PORT05,5000.0,99999.99,CRF,26.5086,0.3642,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,0.0,4.99,DTP,26.5086,0.2033,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,5.0,9.99,DTP,26.5086,0.1931,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,10.0,24.99,DTP,26.5086,0.1835,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,25.0,49.99,DTP,26.5086,0.1743,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,50.0,99.99,DTP,26.5086,0.1656,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,100.0,299.99,DTP,26.5086,0.1573,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,300.0,499.99,DTP,26.5086,0.1494,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,500.0,999.99,DTP,26.5086,0.142,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,1000.0,4999.99,DTP,26.5086,0.1349,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,5000.0,99999.99,DTP,26.5086,0.1281,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,0.0,4.99,CRF,26.5086,0.1202,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,5.0,9.99,CRF,26.5086,0.1142,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,10.0,24.99,CRF,26.5086,0.1085,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,25.0,49.99,CRF,26.5086,0.103,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,50.0,99.99,CRF,26.5086,0.0979,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,100.0,299.99,CRF,26.5086,0.093,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,300.0,499.99,CRF,26.5086,0.0883,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,500.0,999.99,CRF,26.5086,0.0839,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,1000.0,4999.99,CRF,26.5086,0.0797,GROUND,3,CTYPE_03
CARRIER_03,PORT03,PORT05,5000.0,99999.99,CRF,26.5086,0.0757,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,0.0,4.99,DTP,26.5086,0.716,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,5.0,9.99,DTP,26.5086,0.6802,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,10.0,24.99,DTP,26.5086,0.6462,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,25.0,49.99,DTP,26.5086,0.6139,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,50.0,99.99,DTP,26.5086,0.5832,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,100.0,299.99,DTP,26.5086,0.554,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,300.0,499.99,DTP,26.5086,0.5263,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,500.0,999.99,DTP,26.5086,0.5,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,1000.0,4999.99,DTP,26.5086,0.475,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,5000.0,99999.99,DTP,26.5086,0.4513,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,0.0,4.99,CRF,26.5086,0.6232,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,5.0,9.99,CRF,26.5086,0.592,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,10.0,24.99,CRF,26.5086,0.5624,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,25.0,49.99,CRF,26.5086,0.5343,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,50.0,99.99,CRF,26.5086,0.5076,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,100.0,299.99,CRF,26.5086,0.4822,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,300.0,499.99,CRF,26.5086,0.4581,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,500.0,999.99,CRF,26.5086,0.4352,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,1000.0,4999.99,CRF,26.5086,0.4134,GROUND,3,CTYPE_03
CARRIER_03,PORT02,PORT05,5000.0,99999.99,CRF,26.5086,0.3927,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,0.0,4.99,DTD,47.9815,4.8743,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,5.0,9.99,DTD,47.9815,4.6306,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,10.0,24.99,DTD,47.9815,4.3991,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,25.0,49.99,DTD,47.9815,4.1791,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,50.0,99.99,DTD,47.9815,3.9702,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,100.0,299.99,DTD,47.9815,3.7717,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,300.0,499.99,DTD,47.9815,3.5831,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,500.0,999.99,DTD,47.9815,3.4039,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,1000.0,4999.99,DTD,47.9815,3.2337,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,5000.0,99999.99,DTD,47.9815,3.072,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,0.0,4.99,DTP,47.9815,3.6868,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,5.0,9.99,DTP,47.9815,3.5025,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,10.0,24.99,DTP,47.9815,3.3274,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,25.0,49.99,DTP,47.9815,3.161,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,50.0,99.99,DTP,47.9815,3.0029,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,100.0,299.99,DTP,47.9815,2.8528,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,300.0,499.99,DTP,47.9815,2.7102,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,500.0,999.99,DTP,47.9815,2.5747,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,1000.0,4999.99,DTP,47.9815,2.4459,AIR,2,CTYPE_03
CARRIER_03,PORT08,PORT05,5000.0,99999.99,DTP,47.9815,2.3236,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,0.0,4.99,DTD,47.9815,3.2473,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,5.0,9.99,DTD,47.9815,3.085,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,10.0,24.99,DTD,47.9815,2.9307,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,25.0,49.99,DTD,47.9815,2.7842,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,50.0,99.99,DTD,47.9815,2.645,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,100.0,299.99,DTD,47.9815,2.5127,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,300.0,499.99,DTD,47.9815,2.3871,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,500.0,999.99,DTD,47.9815,2.2677,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,1000.0,4999.99,DTD,47.9815,2.1544,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,5000.0,99999.99,DTD,47.9815,2.0466,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,0.0,4.99,DTP,47.9815,1.8843,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,5.0,9.99,DTP,47.9815,1.7901,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,10.0,24.99,DTP,47.9815,1.7006,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,25.0,49.99,DTP,47.9815,1.6156,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,50.0,99.99,DTP,47.9815,1.5348,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,100.0,299.99,DTP,47.9815,1.4581,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,300.0,499.99,DTP,47.9815,1.3852,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,500.0,999.99,DTP,47.9815,1.3159,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,1000.0,4999.99,DTP,47.9815,1.2501,AIR,2,CTYPE_03
CARRIER_03,PORT04,PORT05,5000.0,99999.99,DTP,47.9815,1.1876,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,0.0,4.99,DTD,47.9815,1.8461,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,5.0,9.99,DTD,47.9815,1.7538,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,10.0,24.99,DTD,47.9815,1.6661,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,25.0,49.99,DTD,47.9815,1.5828,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,50.0,99.99,DTD,47.9815,1.5036,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,100.0,299.99,DTD,47.9815,1.4284,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,300.0,499.99,DTD,47.9815,1.357,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,500.0,999.99,DTD,47.9815,1.2892,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,1000.0,4999.99,DTD,47.9815,1.2247,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,5000.0,99999.99,DTD,47.9815,1.1635,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,0.0,4.99,DTP,47.9815,0.6779,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,5.0,9.99,DTP,47.9815,0.644,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,10.0,24.99,DTP,47.9815,0.6118,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,25.0,49.99,DTP,47.9815,0.5812,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,50.0,99.99,DTP,47.9815,0.5521,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,100.0,299.99,DTP,47.9815,0.5245,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,300.0,499.99,DTP,47.9815,0.4983,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,500.0,999.99,DTP,47.9815,0.4734,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,1000.0,4999.99,DTP,47.9815,0.4497,AIR,2,CTYPE_03
CARRIER_03,PORT03,PORT05,5000.0,99999.99,DTP,47.9815,0.4272,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,0.0,4.99,DTD,47.9815,3.7782,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,5.0,9.99,DTD,47.9815,3.5893,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,10.0,24.99,DTD,47.9815,3.4098,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,25.0,49.99,DTD,47.9815,3.2393,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,50.0,99.99,DTD,47.9815,3.0773,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,100.0,299.99,DTD,47.9815,2.9235,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,300.0,499.99,DTD,47.9815,2.7773,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,500.0,999.99,DTD,47.9815,2.6384,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,1000.0,4999.99,DTD,47.9815,2.5065,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,5000.0,99999.99,DTD,47.9815,2.3812,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,0.0,4.99,DTP,47.9815,0.6943,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,5.0,9.99,DTP,47.9815,0.6596,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,10.0,24.99,DTP,47.9815,0.6266,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,25.0,49.99,DTP,47.9815,0.5953,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,50.0,99.99,DTP,47.9815,0.5655,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,100.0,299.99,DTP,47.9815,0.5372,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,300.0,499.99,DTP,47.9815,0.5104,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,500.0,999.99,DTP,47.9815,0.4848,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,1000.0,4999.99,DTP,47.9815,0.4606,AIR,2,CTYPE_03
CARRIER_03,PORT02,PORT05,5000.0,99999.99,DTP,47.9815,0.4376,AIR,2,CTYPE_03
CARRIER_04,PORT05,PORT01,0.0,4.99,DTP,5.1214,0.7617,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,5.0,9.99,DTP,5.1214,0.7236,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,10.0,24.99,DTP,5.1214,0.6874,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,25.0,49.99,DTP,5.1214,0.653,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,50.0,99.99,DTP,5.1214,0.6204,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,100.0,299.99,DTP,5.1214,0.5894,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,300.0,499.99,DTP,5.1214,0.5599,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,500.0,999.99,DTP,5.1214,0.5319,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,1000.0,4999.99,DTP,5.1214,0.5053,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,5000.0,99999.99,DTP,5.1214,0.48,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,0.0,4.99,CRF,5.1214,0.6174,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,5.0,9.99,CRF,5.1214,0.5865,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,10.0,24.99,CRF,5.1214,0.5572,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,25.0,49.99,CRF,5.1214,0.5293,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,50.0,99.99,CRF,5.1214,0.5029,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,100.0,299.99,CRF,5.1214,0.4777,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,300.0,499.99,CRF,5.1214,0.4538,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,500.0,999.99,CRF,5.1214,0.4311,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,1000.0,4999.99,CRF,5.1214,0.4096,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,5000.0,99999.99,CRF,5.1214,0.3891,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,0.0,4.99,DTP,5.1214,0.4037,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,5.0,9.99,DTP,5.1214,0.3835,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,10.0,24.99,DTP,5.1214,0.3644,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,25.0,49.99,DTP,5.1214,0.3461,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,50.0,99.99,DTP,5.1214,0.3288,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,100.0,299.99,DTP,5.1214,0.3124,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,300.0,499.99,DTP,5.1214,0.2968,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,500.0,999.99,DTP,5.1214,0.2819,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,1000.0,4999.99,DTP,5.1214,0.2678,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,5000.0,99999.99,DTP,5.1214,0.2545,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,0.0,4.99,CRF,5.1214,0.4145,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,5.0,9.99,CRF,5.1214,0.3938,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,10.0,24.99,CRF,5.1214,0.3741,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,25.0,49.99,CRF,5.1214,0.3554,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,50.0,99.99,CRF,5.1214,0.3376,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,100.0,299.99,CRF,5.1214,0.3208,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,300.0,499.99,CRF,5.1214,0.3047,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,500.0,999.99,CRF,5.1214,0.2895,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,1000.0,4999.99,CRF,5.1214,0.275,GROUND,4,CTYPE_04
CARRIER_04,PORT02,PORT01,5000.0,99999.99,CRF,5.1214,0.2613,GROUND,4,CTYPE_04
CARRIER_04,PORT05,PORT01,0.0,4.99,DTD,246.2614,0.1661,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,5.0,9.99,DTD,246.2614,0.1578,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,10.0,24.99,DTD,246.2614,0.1499,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,25.0,49.99,DTD,246.2614,0.1424,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,50.0,99.99,DTD,246.2614,0.1353,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,100.0,299.99,DTD,246.2614,0.1285,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,300.0,499.99,DTD,246.2614,0.1221,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,500.0,999.99,DTD,246.2614,0.116,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,1000.0,4999.99,DTD,246.2614,0.1102,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,5000.0,99999.99,DTD,246.2614,0.1047,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,0.0,4.99,DTP,246.2614,0.1407,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,5.0,9.99,DTP,246.2614,0.1337,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,10.0,24.99,DTP,246.2614,0.127,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,25.0,49.99,DTP,246.2614,0.1207,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,50.0,99.99,DTP,246.2614,0.1146,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,100.0,299.99,DTP,246.2614,0.1089,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,300.0,499.99,DTP,246.2614,0.1034,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,500.0,999.99,DTP,246.2614,0.0983,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,1000.0,4999.99,DTP,246.2614,0.0934,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,5000.0,99999.99,DTP,246.2614,0.0887,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,0.0,4.99,CRF,246.2614,0.1875,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,5.0,9.99,CRF,246.2614,0.1781,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,10.0,24.99,CRF,246.2614,0.1692,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,25.0,49.99,CRF,246.2614,0.1607,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,50.0,99.99,CRF,246.2614,0.1527,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,100.0,299.99,CRF,246.2614,0.1451,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,300.0,499.99,CRF,246.2614,0.1378,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,500.0,999.99,CRF,246.2614,0.1309,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,1000.0,4999.99,CRF,246.2614,0.1244,SEA,14,CTYPE_04
CARRIER_04,PORT05,PORT01,5000.0,99999.99,CRF,246.2614,0.1182,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,0.0,4.99,DTD,246.2614,0.2715,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,5.0,9.99,DTD,246.2614,0.2579,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,10.0,24.99,DTD,246.2614,0.245,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,25.0,49.99,DTD,246.2614,0.2328,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,50.0,99.99,DTD,246.2614,0.2211,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,100.0,299.99,DTD,246.2614,0.2101,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,300.0,499.99,DTD,246.2614,0.1996,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,500.0,999.99,DTD,246.2614,0.1896,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,1000.0,4999.99,DTD,246.2614,0.1801,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,5000.0,99999.99,DTD,246.2614,0.1711,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,0.0,4.99,DTP,246.2614,0.2986,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,5.0,9.99,DTP,246.2614,0.2837,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,10.0,24.99,DTP,246.2614,0.2695,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,25.0,49.99,DTP,246.2614,0.256,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,50.0,99.99,DTP,246.2614,0.2432,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,100.0,299.99,DTP,246.2614,0.2311,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,300.0,499.99,DTP,246.2614,0.2195,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,500.0,999.99,DTP,246.2614,0.2085,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,1000.0,4999.99,DTP,246.2614,0.1981,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,5000.0,99999.99,DTP,246.2614,0.1882,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,0.0,4.99,CRF,246.2614,0.042,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,5.0,9.99,CRF,246.2614,0.0399,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,10.0,24.99,CRF,246.2614,0.0379,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,25.0,49.99,CRF,246.2614,0.0361,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,50.0,99.99,CRF,246.2614,0.0342,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,100.0,299.99,CRF,246.2614,0.0325,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,300.0,499.99,CRF,246.2614,0.0309,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,500.0,999.99,CRF,246.2614,0.0294,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,1000.0,4999.99,CRF,246.2614,0.0279,SEA,14,CTYPE_04
CARRIER_04,PORT02,PORT01,5000.0,99999.99,CRF,246.2614,0.0265,SEA,14,CTYPE_04
CARRIER_05,PORT06,PORT01,0.0,4.99,DTP,14.6171,0.3141,GROUND,3,CTYPE_05
CARRIER_05,PORT06,PORT01,5.0,9.99,DTP,14.6171,0.2984,GROUND,3,CTYPE_05
CARRIER_05,PORT06,PORT01,10.0,24.99,DTP,14.6171,0.2835,GROUND,3,CTYPE_05
CARRIER_05,PORT06,PORT01,25.0,49.99,DTP,14.6171,0.2693,GROUND,3,CTYPE_05
CARRIER_05,PORT06,PORT01,50.0,99.99,DTP,14.6171,0.2558,GROUND,3,CTYPE_05
CARRIER_05,PORT06,PORT01,100.0,299.99,DTP,14.6171,0.243,GROUND,3,CTYPE_05
CARRIER_05,PORT06,PORT01,300.0,499.99,DTP,14.6171,0.2309,GROUND,3,CTYPE_05
CARRIER_05,PORT06,PORT01,500.0,999.99,DTP,14.6171,0.2193,GROUND,3,CTYPE_05
